model_name,phase,epoch,metric_name,metric_value
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,0,mcc,0.02564101107418537
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,0,loss,0.6655399203300476
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,0,mcc,0.003006951417773962
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,0,loss,0.670872688293457
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,1,mcc,0.02564101107418537
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,1,loss,0.6545084118843079
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,1,mcc,-0.003949595149606466
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,1,loss,0.6636475324630737
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,2,mcc,0.02564101107418537
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,2,loss,0.6318479180335999
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,2,mcc,-0.0018010487547144294
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,2,loss,0.6487264633178711
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,3,mcc,0.02564101107418537
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,3,loss,0.6101369857788086
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,3,mcc,0.009685983881354332
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,3,loss,0.6265033483505249
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,4,mcc,0.02564101107418537
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,4,loss,0.6065826416015625
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,4,mcc,0.009685983881354332
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,4,loss,0.610917329788208
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,5,mcc,0.02564101107418537
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,5,loss,0.6076070070266724
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,5,mcc,0.009685983881354332
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,5,loss,0.6081206202507019
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,6,mcc,0.02564101107418537
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,6,loss,0.6080959439277649
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,6,mcc,0.009685983881354332
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,6,loss,0.607332170009613
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,7,mcc,0.02564101107418537
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,7,loss,0.6084456443786621
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,7,mcc,0.009685983881354332
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,7,loss,0.6077119708061218
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,8,mcc,0.02564101107418537
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,8,loss,0.6087226867675781
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,8,mcc,0.009685983881354332
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,8,loss,0.6066802740097046
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,9,mcc,0.02564101107418537
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,9,loss,0.6094057559967041
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,9,mcc,0.009685983881354332
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,9,loss,0.6062051653862
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,0,accuracy,0.48602840304374695
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,0,loss,0.589004635810852
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,0,accuracy,0.40183141827583313
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,0,loss,0.6236861944198608
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,1,accuracy,0.5328549146652222
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,1,loss,0.5620942115783691
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,1,accuracy,0.4992462396621704
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,1,loss,0.5777405500411987
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,2,accuracy,0.5754567980766296
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,2,loss,0.5323132872581482
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,2,accuracy,0.5390423536300659
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,2,loss,0.5546422004699707
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,3,accuracy,0.6114928722381592
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,3,loss,0.5077410340309143
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,3,accuracy,0.5852835178375244
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,3,loss,0.5253189206123352
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,4,accuracy,0.6273731589317322
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,4,loss,0.4869401752948761
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,4,accuracy,0.6136255860328674
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,4,loss,0.5016022324562073
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,5,accuracy,0.6417264938354492
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,5,loss,0.4795612394809723
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,5,accuracy,0.6326451301574707
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,5,loss,0.48418357968330383
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,6,accuracy,0.6462564468383789
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,6,loss,0.47290119528770447
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,6,accuracy,0.6472516059875488
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,6,loss,0.47066211700439453
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,7,accuracy,0.6490558385848999
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,7,loss,0.4709041714668274
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,7,accuracy,0.6579263806343079
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,7,loss,0.4598657190799713
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,8,accuracy,0.6542983651161194
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,8,loss,0.4695601463317871
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,8,accuracy,0.6680358052253723
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,8,loss,0.44956153631210327
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,9,accuracy,0.6627475023269653
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,9,loss,0.4599565863609314
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,9,accuracy,0.678318440914154
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,9,loss,0.439844012260437
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,0,accuracy,0.6838235259056091
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,0,loss,0.6693518757820129
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,0,f1,0.0
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,0,accuracy,0.6453108191490173
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,0,loss,0.6756168603897095
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,0,f1,0.0
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,1,accuracy,0.6838235259056091
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,1,loss,0.6677650809288025
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,1,f1,0.0
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,1,accuracy,0.6434023976325989
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,1,loss,0.6751081347465515
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,1,f1,0.0
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,2,accuracy,0.6838235259056091
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,2,loss,0.6644783616065979
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,2,f1,0.0
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,2,accuracy,0.6341330409049988
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,2,loss,0.6743053793907166
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,2,f1,0.0
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,3,accuracy,0.6838235259056091
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,3,loss,0.6593377590179443
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,3,f1,0.0
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,3,accuracy,0.6480370759963989
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,3,loss,0.6704176068305969
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,3,f1,0.0
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,4,accuracy,0.6838235259056091
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,4,loss,0.6529475450515747
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,4,f1,0.0
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,4,accuracy,0.6725736260414124
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,4,loss,0.6654856204986572
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,4,f1,0.0
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,5,accuracy,0.6838235259056091
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,5,loss,0.6450569033622742
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,5,f1,0.0
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,5,accuracy,0.674481987953186
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,5,loss,0.6595245003700256
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,5,f1,0.0
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,6,accuracy,0.6838235259056091
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,6,loss,0.6351492404937744
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,6,f1,0.0
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,6,accuracy,0.674481987953186
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,6,loss,0.6533752083778381
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,6,f1,0.0
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,7,accuracy,0.6838235259056091
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,7,loss,0.6232935786247253
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,7,f1,0.0
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,7,accuracy,0.674481987953186
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,7,loss,0.6456031203269958
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,7,f1,0.0
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,8,accuracy,0.6838235259056091
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,8,loss,0.6128114461898804
finetune_twotower_electrasmall_wac_key_distributions_embeddings,val,8,f1,0.0
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,8,accuracy,0.674481987953186
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,8,loss,0.6383916735649109
finetune_twotower_electrasmall_wac_key_distributions_embeddings,train,8,f1,0.0
